8808605	enzyme deficiency	D008661	enzyme deficiency
8644702	oligodendroglioma	D009837	oligodendroglioma
8644702	carcinosarcoma	D002296	carcinosarcoma
8644702	ovarian cancer	D010051	ovarian cancer
8644702	hereditary breast cancer	D001943	hereditary breast cancer
8644702	ovarian cancers	D010051	ovarian cancers
8929264	colorectal cancer	D015179	colorectal cancer
8929264	stage ii colorectal cancer	D015179	stage two colorectal cancer
8929264	colorectal cancer	D015179	colorectal cancer
8929264	tumor	D009369	tumor
8929264	colorectal carcinoma	D015179	colorectal carcinoma
8929264	stage ii and iii colorectal carcinomas	D015179	stage two and three colorectal carcinomas
8929264	tumor	D009369	tumor
8929264	tumor	D009369	tumor
8929264	stage ii and stage iii colorectal carcinomas	D015179	stage two and stage three colorectal carcinomas
8929264	tumors	D009369	tumors
8929264	dcc-negative tumors	D009369	deleted in colorectal cancer negative tumors
8929264	stage iii disease	D009369	stage three disease
8929264	stage ii or stage iii colorectal cancer	D015179	stage two or stage three colorectal cancer
8929264	stage ii colorectal carcinomas	D015179	stage two colorectal carcinomas
8929264	stage iii cancers	D009369	stage three cancers
8828602	phenylketonuria	D010661	phenylketonuria
8828602	phenylketonuria	D010661	phenylketonuria
8828602	pku	D010661	phenylketonuria
8828602	autosomal recessive disorder	D030342	autosomal recessive disorder
8828602	deficiency of hepatic phenylalanine hydroxylase	D010661	deficiency of hepatic phenylalanine hydroxylase
8828602	pku	D010661	phenylketonuria
8828602	pah-deficient	D010661	phenylalanine hydroxylase deficient
8828602	pah-deficient	D010661	phenylalanine hydroxylase deficient
8828602	pku	D010661	phenylketonuria
8944023	hereditary breast and ovarian cancer	D061325	hereditary breast and ovarian cancer
8944023	breast cancer	D001943	breast cancer
8944023	tumour	D009369	tumour
8682510	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8682510	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8682510	was	D014923	was
8682510	x-linked thrombocytopenia	D013921	x linked thrombocytopenia
8682510	was	D014923	was
8954016	hyperparathyroidism and jaw tumor syndrome	D006961	hyperparathyroidism and jaw tumor syndrome
8954016	renal hamartomas	D007674+D006222	renal hamartomas
8954016	cystic kidney disease	D052177	cystic kidney disease
8954016	renal hamartomas	D007674+D006222	renal hamartomas
8954016	hereditary hyperparathyroidism-jaw tumor syndrome	D006961	hereditary hyperparathyroidism jaw tumor syndrome
8954016	hpt-jt	D006961	hyperparathyroidism jaw tumor syndrome
8954016	autosomal dominant disease	D030342	autosomal dominant disease
8954016	hpt-jt syndrome	D006961	hyperparathyroidism jaw tumor syndrome syndrome
8954016	adult renal hamartomas	C536399	adult renal hamartomas
8954016	cystic kidney disease	D052177	cystic kidney disease
8954016	hpt-jt syndrome	D006961	hyperparathyroidism jaw tumor syndrome syndrome
8954016	renal lesions	D007680	renal lesions
8954016	hpt	D006961	hpt
8954016	jt	D007573	jt
8954016	jt	D007573	jt
8954016	polycystic kidney disease	D007690	polycystic kidney disease
8954016	primary hpt	D049950	primary hpt
8954016	multiple endocrine neoplasia (men) types 1 and 2	D009377	multiple endocrine neoplasia multiple endocrine neoplasia types one and two
8954016	men1	D018761	multiple endocrine neoplasia one
8954016	men2	D018813	multiple endocrine neoplasia two
8954016	renal hamartomas	D007674+D006222	renal hamartomas
8954016	jaw tumor	D007573	jaw tumor
8954016	parathyroid tumor	D010282	parathyroid tumor
8954016	renal hamartomas	D007674+D006222	renal hamartomas
8954016	tumor	D009369	tumor
8692963	inherited metabolic disorder	D008659	inherited metabolic disorder
8692963	galactosemia	D005693	galactosemia
8692963	galactosemia	D005693	galactosemia
8968716	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
8968716	cancer	D009369	cancer
8968716	breast and ovarian cancer	D001943|D010051	breast and ovarian cancer
8968716	breast and 79 ovarian cancer	D001943|D010051	breast and 79 ovarian cancer
8968716	breast, ovarian, or other cancers	D001943|D010051|D009369	breast ovarian or other cancers
8968716	cancer	D009369	cancer
8968716	cancer	D009369	cancer
8968716	breast cancer	D001943	breast cancer
8968716	cancer	D009369	cancer
8968716	breast and ovarian cancers	D001943|D010051	breast and ovarian cancers
8956035	g6pd deficient	D005955	g six pd deficient
8956035	favism	D005236	favism
8956035	enzyme deficiency	D008661	enzyme deficiency
8825052	sporadic aniridia	D015783	sporadic aniridia
8825052	bilateral sporadic aniridia	D015783	bilateral sporadic aniridia
8825052	aniridia	D015783	aniridia
8825052	aniridia	D015783	aniridia
8825052	aniridia	D015783	aniridia
8825052	familial aniridia	D015783	familial aniridia
8825052	chromosome abnormalities	D002869	chromosome abnormalities
8589723	ovarian cancer	D010051	ovarian cancer
8589723	breast cancer	D001943	breast cancer
8589723	ovarian cancer	D010051	ovarian cancer
8589723	cancer	D009369	cancer
8589723	cancers	D009369	cancers
8589723	breast cancer	D001943	breast cancer
8589723	hereditary breast and ovarian cancer	D061325	hereditary breast and ovarian cancer
8589723	ovarian cancer	D010051	ovarian cancer
8589723	hereditary ovarian cancer	D061325	hereditary ovarian cancer
8589723	breast cancer	D001943	breast cancer
8589723	inherited cancer syndrome	D009386	inherited cancer syndrome
8649785	li-fraumeni syndrome	D016864	li fraumeni syndrome
8649785	li-fraumeni syndrome	D016864	li fraumeni syndrome
8649785	tumour	D009369	tumour
8649785	sporadic tumours	D009369	sporadic tumours
8649785	tumours	D009369	tumours
8649785	leiomyosarcoma	D007890	leiomyosarcoma
8649785	tumour	D009369	tumour
9241282	myotonic dystrophy	D009223	myotonic dystrophy
9241282	myotonic dystrophy	D009223	myotonic dystrophy
9241282	dystrophia myotonica	D009223	dystrophia myotonica
9241282	dm	D009223	dystrophia myotonica
9241282	autosomal dominant multisystem disorder	D030342	autosomal dominant multisystem disorder
9241282	dm	D009223	dystrophia myotonica
9241282	neuromuscular disease	D009468	neuromuscular disease
9241282	dm	D009223	dystrophia myotonica
9241282	dm	D009223	dystrophia myotonica
9122265	autosomal dominant myotonia congenita	OMIM:160800	autosomal dominant myotonia congenita
9122265	autosomal dominant myotonia congenita	OMIM:160800	autosomal dominant myotonia congenita
9122265	inherited disorder of skeletal muscle	D009135+D030342	inherited disorder of skeletal muscle
9012404	male breast cancer	D018567	male breast cancer
9012404	male breast cancer	D018567	male breast cancer
9012404	inherited breast/ovarian cancer	D061325	inherited breast ovarian cancer
9012404	breast and/or ovarian cancer	D061325	breast and or ovarian cancer
9012404	breast/ovarian cancer	D061325	breast ovarian cancer
9012404	male breast cancer	D018567	male breast cancer
9012404	male breast cancer	D018567	male breast cancer
9012404	cancer	D009369	cancer
9012404	ovarian cancer	D010051	ovarian cancer
9012404	male breast cancer	D018567	male breast cancer
9012404	breast/ovarian cancer	D061325	breast ovarian cancer
8733131	von hippel-lindau disease tumour	D006623	von hippel lindau disease tumour
8733131	von hippel-lindau (vhl) disease	D006623	von hippel lindau von hippel lindau disease
8733131	vhl	D006623	von hippel lindau
8733131	retinal, cerebellar and spinal haemangioblastomas	D012175|D018325	retinal cerebellar and spinal haemangioblastomas
8733131	renal cell carcinoma	D002292	renal cell carcinoma
8733131	phaeochromocytoma	D010673	phaeochromocytoma
8733131	vhl	D006623	von hippel lindau
8733131	sporadic renal cell carcinoma	D002292	sporadic renal cell carcinoma
8733131	haemangioblastoma	D018325	haemangioblastoma
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
8733131	vhl	D006623	von hippel lindau
9195227	breast and ovarian cancer	D061325	breast and ovarian cancer
9195227	breast and/or ovarian cancer	D061325	breast and or ovarian cancer
9195227	tumour	D009369	tumour
9195227	breast carcinomas	D001943	breast carcinomas
9195227	cancer	D009369	cancer
9195227	cancer	D009369	cancer
9195227	breast cancer	D001943	breast cancer
9195227	tumours	D009369	tumours
9195227	estrogen receptor-positive breast carcinomas	D001943	estrogen receptor positive breast carcinomas
8675707	coronary heart disease	D003327	coronary heart disease
8675707	coronary heart disease	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8675707	cetp deficiency	OMIM:143470	cholesteryl ester transfer protein deficiency
8675707	chd	D003327	coronary heart disease
8675707	chd	D003327	coronary heart disease
8808606	myotonic dystrophy	D009223	myotonic dystrophy
8808606	myotonic dystrophy	D009223	myotonic dystrophy
8808606	dm	D009223	dm
8808606	dm	D009223	dm
8808606	dm	D009223	dm
8808606	dm	D009223	dm
8808606	myotonic dystrophy	D009223	myotonic dystrophy
9223307	ataxia-telangiectasia	D001260	ataxia telangiectasia
9223307	genetic disorder	D030342	genetic disorder
9223307	ataxia-telangiectasia	D001260	ataxia telangiectasia
9223307	a-t	D001260	ataxia telangiectasia
9223307	a-t	D001260	ataxia telangiectasia
9223307	a-t	D001260	ataxia telangiectasia
9223307	a-t	D001260	ataxia telangiectasia
8651278	hereditary retinoblastoma	D012175	hereditary retinoblastoma
8651278	hereditary retinoblastoma	D012175	hereditary retinoblastoma
8651278	tumor	D009369	tumor
8651278	nonocular tumors	D009369	nonocular tumors
8625410	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8625410	wiskott-aldrich syndrome	D014923	wiskott aldrich syndrome
8625410	was	D014923	wiskott aldrich syndrome
8625410	was	D014923	wiskott aldrich syndrome
9272171	adult onset globoid cell leukodystrophy	D007965	adult onset globoid cell leukodystrophy
9272171	krabbe disease	D007965	krabbe disease
9272171	adult onset globoid cell leukodystrophy	D007965	adult onset globoid cell leukodystrophy
9272171	krabbe disease	D007965	krabbe disease
9272171	ao-gld	D007965	ao gld
9272171	spastic paraplegia	D010264	spastic paraplegia
9272171	diminished galc activity	C538554	diminished galactosylceramidase activity
9272171	diminished galc activity	C538554	diminished galactosylceramidase activity
9272171	ao-gld	D007965	ao gld
9272171	if-gld	D007965	if gld
9272171	gld	D007965	gld
8589722	inherited breast and ovarian cancer	D061325	inherited breast and ovarian cancer
8589722	tumour	D009369	tumour
9144439	insulin-dependent diabetes mellitus	D003922	insulin dependent diabetes mellitus
9144439	insulin-dependent diabetes mellitus	D003922	insulin dependent diabetes mellitus
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
9144439	iddm	D003922	iddm
8929413	anxiety-related traits	D001008	anxiety related traits
8929413	anxiety	D001008	anxiety
8929413	anxiety-related personality traits	D001008	anxiety related personality traits
8845838	vlcad deficiency	C536353	very long chain acyl coa dehydrogenase deficiency
8845838	vlcad deficiency	C536353	very long chain acyl coa dehydrogenase deficiency
8892662	complement c7 deficiency	OMIM:610102	complement c seven deficiency
8892662	complement c7 deficiency	OMIM:610102	complement c seven deficiency
8892662	c7d	OMIM:610102	c seven deficiency
8892662	bacterial infections	D001424	bacterial infections
8892662	meningitis	D008581	meningitis
8892662	neisseria meningitidis	D008589	neisseria meningitidis
8892662	c7d	OMIM:610102	c seven deficiency
8892662	c7d	OMIM:610102	c seven deficiency
8892662	c7d	OMIM:610102	c seven deficiency
8892662	deficiencies of complement components	D007153	deficiencies of complement components
8622978	von willebrand	D014842	von willebrand
8622978	type iid von willebrand disease	D056728	type iid von willebrand disease
8622978	von willebrand	D014842	von willebrand
8622978	type iid von willebrand disease	D056728	type iid von willebrand disease
8622978	type iid von willebrand disease	D056728	type iid von willebrand disease
8968760	ataxia-telangiectasia	D001260	ataxia telangiectasia
8968760	autosomal recessive disorder	D030342	autosomal recessive disorder
8968760	ataxia-telangiectasia	D001260	ataxia telangiectasia
8968760	a-t	D001260	ataxia telangiectasia
8968760	cerebellar degeneration	D013132	cerebellar degeneration
8968760	immunodeficiency	D007153	immunodeficiency
8968760	cancer predisposition	D009369	cancer predisposition
8968760	a-t	D001260	ataxia telangiectasia
8968760	cancer-prone	D009369	cancer prone
8968760	a-t	D001260	ataxia telangiectasia
8968760	a-t	D001260	ataxia telangiectasia
8968760	a-t	D001260	ataxia telangiectasia
8755918	ataxia-telangiectasia	D001260	ataxia telangiectasia
8755918	ataxia-telangiectasia	D001260	ataxia telangiectasia
8755918	a-t	D001260	ataxia telangiectasia
8755918	a-t	D001260	ataxia telangiectasia
8755918	a-t	D001260	ataxia telangiectasia
8755918	cerebellar ataxia	D002524	cerebellar ataxia
8755918	a-t	D001260	ataxia telangiectasia
8755918	a-t	D001260	ataxia telangiectasia
8696339	huntington disease	D006816	huntington disease
8696339	hd	D006816	huntington disease
8696339	hd	D006816	huntington disease
8696339	hd	D006816	huntington disease
8696339	disorder of inappropriate apoptosis	D004194	disorder of inappropriate apoptosis
